NTT COMPANY
DOCOMO COMPANY
, SIGN
INC. LEGAL

Sharp COMPANY
Corporation SPECIFICATION

ETRI COMPANY

ALCATEL
- SIGN
LUCENT COMPANY

Siemens COMPANY
AG LEGAL

Freescale COMPANY
Semiconductor SPECIFICATION
Inc. LEGAL

Huawei COMPANY
Technologies SPECIFICATION
Co. LEGAL
, SIGN
Ltd. LEGAL

NEC COMPANY
Corporation SPECIFICATION

Qualcomm COMPANY
Incorporated LEGAL

Philips COMPANY

Nortel COMPANY
Networks SPECIFICATION
Ltd LEGAL

Research  COMPANY
in  COMPANY
Motion COMPANY
Limited LEGAL

NOKIA COMPANY
Corporation SPECIFICATION

OpenTV COMPANY

Samsung COMPANY
Electronics SPECIFICATION
Co LEGAL
, SIGN
LTD LEGAL

NSN COMPANY
Oy LEGAL

Intel COMPANY
Corporation SPECIFICATION

Alcatel
- SIGN
Lucent COMPANY
Shanghai CITY
Bell COMPANY

Innovative SPECIFICATION COMPANY
Sonic COMPANY
Corp. LEGAL

Innovative COMPANY SPECIFICATION
Sonic COMPANY
Ltd. LEGAL

Gemalto COMPANY
S.A. LEGAL

TruePosition COMPANY
Inc. LEGAL

LG COMPANY COMPANY
Electronics SPECIFICATION
Inc. LEGAL

HTC COMPANY
Corporation SPECIFICATION

Ericsson COMPANY

PicoChip COMPANY
Ltd LEGAL

Panasonic COMPANY
Corporation SPECIFICATION

Sepura COMPANY
PLC LEGAL

ORANGE COMPANY

Airbiquity COMPANY
Incorporated LEGAL

IPR COMPANY
Licensing SPECIFICATION
Inc. LEGAL

InterDigital COMPANY
Technology SPECIFICATION
Corp. LEGAL

InterDigital COMPANY
Patent SPECIFICATION
Holdings SPECIFICATION

Texas COMPANY
Instruments COMPANY
Inc. LEGAL

Apple COMPANY
Inc. LEGAL

ZTE COMPANY
Corporation SPECIFICATION

CATT COMPANY

Deutsche SPECIFICATION
Telekom COMPANY
AG LEGAL

Koninklijke SPECIFICATION
KPN COMPANY
N.V. LEGAL

Motorola COMPANY
Mobility SPECIFICATION
Inc. LEGAL

Pantech COMPANY
Co. LEGAL
, SIGN
Ltd LEGAL

General COMPANY
Dynamics COMPANY
Broadband SPECIFICATION
UK COUNTRY

Mitsubishi COMPANY
Electric SPECIFICATION
RCE SPECIFICATION

Renesas COMPANY
Mobile SPECIFICATION
Corporation SPECIFICATION

MOTOROLA COMPANY
Inc LEGAL

Anritsu COMPANY
Corporation SPECIFICATION

SKT COMPANY

III COMPANY

Sierra COMPANY
Wireless SPECIFICATION
Inc LEGAL

MML COMPANY

Sony COMPANY
Europe COUNTRY

Kyocera COMPANY
Corporation SPECIFICATION

MediaTek COMPANY
Inc. LEGAL

BROADCOM COMPANY
CORPORATION SPECIFICATION

Hitachi COMPANY
Europe COUNTRY
Ltd. LEGAL

Sisvel COMPANY
International SPECIFICATION
SA LEGAL

VirnetX COMPANY
, SIGN
Inc. LEGAL

Irdeto COMPANY
BV LEGAL

UPIP COMPANY

Microsoft COMPANY
Corp. LEGAL

CASSIDIAN COMPANY

Marvell COMPANY
Switzerland COUNTRY
S.A.R.L LEGAL

TCL COMPANY
Communication SPECIFICATION
Technology SPECIFICATION
Holdings SPECIFICATION
Limited LEGAL

BlackBerry COMPANY
UK COUNTRY
Limited LEGAL

Sony COMPANY
United COUNTRY
Kingdom COUNTRY
Ltd LEGAL

Sony COMPANY
Corporation SPECIFICATION

NSN COMPANY

Telekom COMPANY
Deutschland COUNTRY
GmbH LEGAL

Silicon COMPANY
Storage SPECIFICATION
Technology SPECIFICATION
Inc LEGAL

Tantivy COMPANY
Communications SPECIFICATION
Inc. LEGAL

Hewlett
- SIGN
Packard COMPANY

The PREPOSITION
Zap COMPANY
Corporation SPECIFICATION
Ltd. LEGAL

Raidax COMPANY
Technology SPECIFICATION
SA LEGAL

TDF COMPANY

TELECOM SPECIFICATION
ITALIA COUNTRY
S.p.A. LEGAL

VoiceAge COMPANY
Corporation SPECIFICATION

AT&T COMPANY

Andrew COMPANY
LLC LEGAL

DENSO COMPANY
AUTOMOTIVE SPECIFICATION

Alcatel COMPANY

BENQ COMPANY
Corporation SPECIFICATION

Cisco COMPANY
Systems SPECIFICATION
Inc. LEGAL

Hughes COMPANY
Network SPECIFICATION
Systems SPECIFICATION
Inc LEGAL

Mitsubishi COMPANY
Electric SPECIFICATION
Corp SPECIFICATION

Mitsubishi COMPANY
Electric SPECIFICATION
Info SPECIFICATION

Mitsubishi COMPANY
Electric SPECIFICATION
Telecom SPECIFICATION

Sun COMPANY
Microsystems SPECIFICATION
, SIGN
Inc. LEGAL

VODAFONE COMPANY
LTD LEGAL

Materna COMPANY
GmbH LEGAL

Ensemble COMPANY
Communications SPECIFICATION
Inc. LEGAL

NET COMPANY
INSIGHT COMPANY
AB LEGAL

Digital COMPANY
Theater COMPANY
Systems SPECIFICATION
, SIGN
Inc. LEGAL

Alvarion COMPANY
Ltd LEGAL

Axalto COMPANY
S.A LEGAL

Entrust COMPANY
Ltd. LEGAL

GIESECKE COMPANY
& PREPOSITION
DEVRIENT COMPANY
GmbH LEGAL

Runcom COMPANY
Technologies SPECIFICATION
Ltd. LEGAL

Wi
- SIGN
LAN COMPANY
Inc. LEGAL

IBM COMPANY

Gemplus COMPANY
SA LEGAL

Fraunhofer COMPANY
IIS COMPANY

Operax COMPANY
AB LEGAL

Dilithium COMPANY
Networks SPECIFICATION
, SIGN
Inc. LEGAL

HEAD COMPANY
acoustics COMPANY SPECIFICATION
GmbH LEGAL

Pulse COMPANY
Electronics SPECIFICATION
Ltd LEGAL

Apple COMPANY
(UK) COUNTRY
Limited LEGAL

iCODING COMPANY
Technology SPECIFICATION
Inc. LEGAL

Qualcomm COMPANY
Atheros COMPANY
, SIGN
Inc. LEGAL

ROHDE COMPANY
& PREPOSITION
SCHWARZ COMPANY

INSIDE COMPANY
Secure COMPANY
SA LEGAL

Morpho COMPANY
Cards COMPANY
GmbH LEGAL

Rosemount COMPANY
Tank COMPANY
Radar COMPANY
AB LEGAL

Siemens COMPANY
Home SPECIFICATION
and PREPOSITION
Office SPECIFICATION

VEGA COMPANY
Grieshaber COMPANY
KG LEGAL

INFINEON COMPANY
TECHNOLOGIES SPECIFICATION

Kenwood COMPANY
Corporation SPECIFICATION

SPH COMPANY
America COUNTRY
LLC LEGAL

Daimler COMPANY
AG LEGAL

BT COUNTRY
Group SPECIFICATION
Plc LEGAL

Fujitsu COMPANY
Limited LEGAL

Evolium COMPANY
S.A.S LEGAL

Coding COMPANY
Technologies SPECIFICATION
AB LEGAL

Panasonic COMPANY
Mobile SPECIFICATION
Communication SPECIFICATION

ST COMPANY
MICROELECTRONICS SPECIFICATION
INC LEGAL

SANDISK COMPANY
CORPORATION SPECIFICATION

Infineon COMPANY
Technologies SPECIFICATION
Flash SPECIFICATION

Viatis COMPANY
Satellite COMPANY
Radio SPECIFICATION

Elektrobit COMPANY
AG LEGAL

ASUSTeK COMPANY
Computer SPECIFICATION
Inc. LEGAL

AePONA COMPANY
LTD LEGAL

Orange COMPANY
Personal SPECIFICATION
Communications SPECIFICATION

TERACOM COMPANY
AB LEGAL

Toshiba COMPANY
Corporation SPECIFICATION

Dolby COMPANY
Laboratories COMPANY SPECIFICATION
Inc. LEGAL

OTE COMPANY
SpA COMPANY
- SIGN
a PREPOSITION
Finmeccanica COMPANY
Cie LEGAL

MARCONI COMPANY
COMMUNICATIONS SPECIFICATION

